TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,FrekuensiTransaksi,JamTransaksi,PenggunaanDevice,IPAddressAccount,Cluster_KMeans,Channel,CustomerOccupation
TX001180,AC00456,150629.98500000002,2023-02-14 16:06:36,Credit,Austin,D000574,141.241.241.128,M007,31,41,1,208148008.95999998,2024-11-04 08:11:54,26-35,11,16,7,9,4,Branch,Doctor
TX001181,AC00016,95942.76000000001,2023-02-24 18:05:12,Credit,Jacksonville,D000309,32.169.88.41,M018,53,87,1,2765240.9137999997,2024-11-04 08:11:22,46-55,6,18,7,6,5,ATM,Doctor
TX001182,AC00093,254094.377,2023-07-24 16:22:38,Debit,Denver,D000019,13.149.61.4,M069,18,164,1,10806416.418599999,2024-11-04 08:11:58,,9,16,4,4,1,ATM,Student
TX001183,AC00401,31008.876,2023-11-13 16:30:21,Debit,Fort Worth,D000017,13.149.61.4,M036,76,105,1,110960200.51619999,2024-11-04 08:10:20,55+,6,16,4,4,0,Branch,Retired
TX001184,AC00366,159571.826,2023-08-16 16:11:56,Debit,Los Angeles,D000037,186.135.2.148,M091,61,177,1,45610252.1138,2024-11-04 08:08:46,55+,8,16,8,7,1,ATM,Retired
TX001185,AC00107,285947.28700000007,2023-09-01 16:35:51,Credit,Fort Worth,D000346,177.172.184.163,M088,46,176,1,139539756.96279997,2024-11-04 08:06:40,46-55,5,16,2,3,4,Branch,Engineer
TX001186,AC00060,142513.2495,2023-07-13 17:17:07,Credit,Houston,D000249,186.135.2.148,M053,59,148,1,203761007.1014,2024-11-04 08:11:20,55+,4,17,3,7,2,Online,Doctor
TX001187,AC00384,1682006.6045000001,2023-09-11 16:16:06,Credit,Portland,D000359,32.169.88.41,M089,62,118,1,55693111.4162,2024-11-04 08:06:54,55+,7,16,5,6,5,ATM,Retired
TX001188,AC00483,1181205.9430000002,2023-09-25 16:40:00,Debit,Jacksonville,D000649,13.149.61.4,M018,42,133,1,213377183.06999996,2024-11-04 08:10:55,36-45,4,16,8,4,1,ATM,Doctor
TX001189,AC00126,1233878.3754999998,2023-08-01 16:23:37,Credit,Jacksonville,D000384,134.222.122.238,M091,36,52,1,42877246.208399996,2024-11-04 08:08:22,36-45,7,16,6,8,2,Online,Engineer
TX001190,AC00437,31008.876,2023-01-09 16:45:12,Debit,Milwaukee,D000147,177.172.184.163,M036,79,65,1,83773999.53799999,2024-11-04 08:10:06,55+,4,16,3,3,1,ATM,Retired
TX001191,AC00382,519855.102,2023-04-21 17:03:13,Credit,Louisville,D000108,177.172.184.163,M066,77,143,1,68052707.00819999,2024-11-04 08:06:51,55+,6,17,5,3,4,Branch,Retired
TX001192,AC00339,958427.4580000001,2023-01-17 16:57:06,Debit,Charlotte,D000242,134.222.122.238,M034,24,133,1,18486235.9088,2024-11-04 08:08:44,18-25,9,16,4,8,1,ATM,Student
TX001193,AC00498,1614712.5350000001,2023-05-22 16:33:16,Credit,Atlanta,D000659,134.222.122.238,M089,25,287,1,5241325.5194,2024-11-04 08:09:07,18-25,8,16,2,8,4,Branch,Student
TX001194,AC00178,266375.01700000005,2023-10-16 16:12:20,Debit,Fort Worth,D000493,81.102.230.41,M030,77,53,1,46121268.13279999,2024-11-04 08:11:48,55+,5,16,6,5,3,Online,Retired
TX001195,AC00201,444137.28100000013,2023-06-08 16:42:30,Credit,Miami,D000135,134.222.122.238,M047,60,83,1,70028486.84759998,2024-11-04 08:08:31,55+,5,16,3,8,4,Branch,Engineer
TX001196,AC00124,560457.968,2023-12-29 18:07:04,Debit,Columbus,D000631,32.169.88.41,M036,72,32,1,118277325.08519998,2024-11-04 08:09:34,55+,4,18,6,6,1,ATM,Retired
TX001197,AC00404,122768.28300000001,2023-10-30 16:01:43,Debit,Louisville,D000150,177.172.184.163,M026,54,258,1,118331476.41879998,2024-11-04 08:06:53,46-55,4,16,6,3,3,Online,Doctor
TX001198,AC00347,451332.9685000001,2023-10-16 16:44:52,Debit,Atlanta,D000300,134.222.122.238,M007,67,74,1,88466272.10139997,2024-11-04 08:10:59,55+,3,16,3,8,0,Branch,Doctor
TX001199,AC00480,387089.8705,2023-09-05 18:45:22,Debit,Louisville,D000246,141.241.241.128,M047,57,78,1,98940984.73539999,2024-11-04 08:12:07,55+,11,18,2,9,3,Online,Engineer
TX001200,AC00303,309529.95350000006,2023-09-11 16:24:57,Debit,Milwaukee,D000577,32.169.88.41,M055,28,13,1,18873774.985799998,2024-11-04 08:08:54,26-35,6,16,4,6,1,ATM,Student
TX001201,AC00249,35326.2885,2023-12-01 17:26:46,Debit,Atlanta,D000028,13.149.61.4,M069,53,168,1,123291679.0696,2024-11-04 08:11:30,46-55,5,17,4,4,0,Branch,Doctor
TX001202,AC00263,905217.7475000002,2023-06-06 18:31:06,Credit,Austin,D000443,32.169.88.41,M030,34,41,1,192631569.14,2024-11-04 08:10:54,26-35,5,18,7,6,4,Branch,Doctor
TX001203,AC00108,556505.137,2023-09-25 17:48:55,Debit,Milwaukee,D000406,13.149.61.4,M015,55,246,1,70615671.77539998,2024-11-04 08:07:56,46-55,6,17,4,4,0,Branch,Engineer
TX001204,AC00490,92201.0025,2023-05-18 17:34:20,Debit,New York,D000668,81.102.230.41,M088,27,38,1,79367062.84779999,2024-11-04 08:09:07,26-35,5,17,5,5,0,Branch,Engineer
TX001205,AC00411,689673.327,2023-05-29 16:17:37,Debit,Louisville,D000567,177.172.184.163,M089,55,30,1,26264241.882999998,2024-11-04 08:06:42,46-55,6,16,3,3,0,Branch,Doctor
TX001206,AC00087,63149.61349999999,2023-05-04 16:37:01,Debit,Fort Worth,D000471,32.169.88.41,M036,19,255,1,6356932.252,2024-11-04 08:06:44,18-25,9,16,5,6,3,Online,Student
TX001207,AC00196,31008.876,2023-08-08 16:47:28,Debit,Denver,D000619,13.149.61.4,M018,67,140,1,93506214.07859999,2024-11-04 08:08:31,55+,6,16,4,4,0,Branch,Retired
TX001208,AC00267,61038.8785,2023-04-06 17:41:53,Debit,Fort Worth,D000641,134.222.122.238,M018,51,149,1,20925723.733999997,2024-11-04 08:06:48,46-55,10,17,4,8,3,Online,Retired
TX001209,AC00267,422531.03,2023-09-11 16:25:04,Debit,Atlanta,D000288,81.102.230.41,M047,28,102,1,15994828.261,2024-11-04 08:11:18,26-35,10,16,4,5,3,Online,Student
TX001210,AC00125,913430.4255,2023-09-01 16:12:35,Credit,Houston,D000470,13.149.61.4,M030,77,99,1,88640776.26159999,2024-11-04 08:09:08,55+,6,16,4,4,4,Branch,Retired
TX001211,AC00428,272304.26350000006,2023-01-19 17:08:04,Debit,Miami,D000069,186.135.2.148,M055,23,49,1,11782033.0278,2024-11-04 08:09:42,18-25,3,17,5,7,0,Branch,Student
TX001212,AC00477,183883.6555,2023-12-01 16:01:26,Debit,Washington,D000089,81.102.230.41,M015,27,91,1,25683305.186,2024-11-04 08:08:23,26-35,3,16,2,5,3,Online,Student
TX001213,AC00417,98149.4375,2023-03-01 17:26:49,Credit,Los Angeles,D000215,13.149.61.4,M088,46,199,1,133775466.51499999,2024-11-04 08:10:54,46-55,5,17,6,4,4,Branch,Engineer
TX001214,AC00170,1685959.4355000001,2023-12-21 16:21:27,Credit,Jacksonville,D000174,81.102.230.41,M055,60,103,1,116282800.55339998,2024-11-04 08:09:14,55+,7,16,3,5,4,Branch,Retired
TX001215,AC00147,97381.8975,2023-08-14 18:14:23,Debit,Atlanta,D000642,32.169.88.41,M018,62,185,1,123052609.85779998,2024-11-04 08:07:41,55+,3,18,4,6,1,ATM,Doctor
TX001216,AC00097,355121.82950000005,2023-12-19 16:57:40,Debit,Jacksonville,D000322,81.102.230.41,M007,22,159,1,9467956.1208,2024-11-04 08:07:39,18-25,3,16,3,5,0,Branch,Student
TX001217,AC00433,563259.4890000001,2023-01-16 17:26:12,Debit,Sacramento,D000255,81.102.230.41,M026,40,45,1,34069323.524,2024-11-04 08:08:24,36-45,3,17,6,5,3,Online,Engineer
TX001218,AC00381,44862.973,2023-09-25 18:46:41,Debit,Houston,D000412,32.169.88.41,M007,32,89,1,148298735.17259997,2024-11-04 08:09:41,26-35,3,18,3,6,0,Branch,Engineer
TX001219,AC00398,547371.411,2023-11-01 16:09:05,Debit,Atlanta,D000137,13.149.61.4,M007,28,93,1,2495228.0827999995,2024-11-04 08:11:15,26-35,7,16,6,4,1,ATM,Student
TX001220,AC00029,248452.958,2023-02-06 16:30:43,Debit,Atlanta,D000315,134.222.122.238,M015,31,179,1,112791080.90799998,2024-11-04 08:10:43,26-35,6,16,9,8,1,ATM,Engineer
TX001221,AC00291,1425763.3755,2023-07-27 16:55:39,Debit,New York,D000103,217.82.46.37,M053,50,174,1,61164032.55119999,2024-11-04 08:09:19,46-55,7,16,5,2,1,ATM,Engineer
TX001222,AC00431,571548.921,2023-02-06 17:32:04,Credit,Milwaukee,D000419,134.222.122.238,M015,28,96,1,24995107.1936,2024-11-04 08:11:40,26-35,7,17,6,8,5,ATM,Student
TX001223,AC00275,445019.95200000005,2023-07-10 18:00:56,Debit,New York,D000280,134.222.122.238,M053,66,12,1,85021860.48919998,2024-11-04 08:11:27,55+,9,18,8,8,1,ATM,Doctor
TX001224,AC00093,567634.467,2023-12-14 16:15:28,Credit,Jacksonville,D000088,81.102.230.41,M041,47,46,1,87739097.05019999,2024-11-04 08:07:47,46-55,9,16,5,5,4,Branch,Engineer
TX001225,AC00442,581143.171,2023-07-03 18:56:03,Debit,Los Angeles,D000004,32.169.88.41,M055,55,275,1,77942912.52759998,2024-11-04 08:12:06,46-55,9,18,4,6,3,Online,Doctor
TX001226,AC00465,155580.61800000002,2023-09-19 16:56:35,Debit,Omaha,D000196,177.172.184.163,M089,58,56,1,115873690.20339999,2024-11-04 08:07:17,55+,8,16,4,3,1,ATM,Engineer
TX001227,AC00158,1488260.3200000003,2023-08-21 17:43:17,Credit,Atlanta,D000627,81.102.230.41,M015,79,158,1,57999154.88359999,2024-11-04 08:08:12,55+,7,17,6,5,4,Branch,Retired
TX001228,AC00334,342380.66550000006,2023-12-26 18:13:56,Debit,Louisville,D000158,134.222.122.238,M041,26,136,1,18074298.9782,2024-11-04 08:07:58,26-35,3,18,4,8,0,Branch,Student
TX001229,AC00093,406623.76350000006,2023-09-18 16:51:04,Debit,New York,D000487,147.119.62.178,M010,20,181,1,13797831.297799999,2024-11-04 08:08:46,18-25,9,16,3,10,3,Online,Student
TX001230,AC00229,33023.6685,2023-12-25 17:18:58,Debit,Omaha,D000618,177.172.184.163,M091,23,219,1,13599821.888399998,2024-11-04 08:06:59,18-25,5,17,5,3,3,Online,Student
TX001231,AC00373,238359.80699999997,2023-05-19 17:57:36,Debit,Charlotte,D000523,13.149.61.4,M013,23,172,1,144230690.6196,2024-11-04 08:08:04,18-25,9,17,1,4,1,ATM,Student
TX001232,AC00328,73626.5345,2023-09-01 16:07:38,Debit,Austin,D000228,13.149.61.4,M030,63,135,1,128639867.09959999,2024-11-04 08:10:04,55+,5,16,4,4,1,ATM,Doctor
TX001233,AC00160,517686.8015,2023-10-03 16:15:25,Debit,Austin,D000202,13.149.61.4,M013,52,17,1,19222337.003999997,2024-11-04 08:07:59,46-55,2,16,7,4,1,ATM,Engineer
TX001234,AC00014,1161710.427,2023-06-13 16:10:27,Debit,Atlanta,D000488,177.172.184.163,M036,21,33,1,5836841.421599999,2024-11-04 08:09:40,18-25,9,16,3,3,1,ATM,Student
TX001235,AC00090,31008.876,2023-01-02 17:34:13,Debit,Austin,D000384,32.169.88.41,M053,60,40,1,146940191.2758,2024-11-04 08:12:22,55+,9,17,6,6,1,ATM,Engineer
TX001236,AC00053,56011.491500000004,2023-01-25 17:39:15,Credit,Milwaukee,D000300,177.172.184.163,M091,58,41,1,179411354.13899997,2024-11-04 08:11:34,55+,7,17,3,3,4,Branch,Doctor
TX001237,AC00478,1346457.3050000004,2023-06-30 16:57:37,Credit,Atlanta,D000037,81.102.230.41,M055,61,64,1,98829855.48759998,2024-11-04 08:09:49,55+,7,16,8,5,2,Online,Retired
TX001238,AC00356,1654701.3690000004,2023-05-25 16:16:02,Debit,Atlanta,D000137,81.102.230.41,M015,57,72,1,147331598.30519998,2024-11-04 08:12:05,55+,8,16,6,5,0,Branch,Doctor
TX001239,AC00244,788590.0445000001,2023-09-25 17:01:56,Debit,Los Angeles,D000309,13.149.61.4,M026,22,45,1,2252737.2207999993,2024-11-04 08:11:11,18-25,5,17,7,4,1,ATM,Student
TX001240,AC00103,70940.1445,2023-08-23 17:22:49,Debit,Milwaukee,D000545,81.102.230.41,M036,41,79,1,42412496.8508,2024-11-04 08:07:48,36-45,5,17,5,5,0,Branch,Engineer
TX001241,AC00053,264014.83150000003,2023-01-03 16:27:16,Debit,Milwaukee,D000439,81.102.230.41,M013,30,95,1,158878775.12579998,2024-11-04 08:11:30,26-35,7,16,3,5,1,ATM,Doctor
TX001242,AC00151,322578.13350000005,2023-05-19 16:44:53,Credit,New York,D000050,134.222.122.238,M015,51,12,1,158469069.70619997,2024-11-04 08:06:59,46-55,4,16,5,8,2,Online,Doctor
TX001243,AC00494,826986.233,2023-10-10 18:14:12,Debit,Louisville,D000176,13.149.61.4,M018,24,93,1,8468685.495,2024-11-04 08:11:00,18-25,4,18,3,4,0,Branch,Student
TX001244,AC00219,31008.876,2023-12-11 18:32:40,Debit,Milwaukee,D000670,177.172.184.163,M006,24,20,1,14204858.904199999,2024-11-04 08:07:47,18-25,10,18,8,3,0,Branch,Student
TX001245,AC00202,1233206.778,2023-05-25 16:45:31,Debit,Jacksonville,D000643,141.241.241.128,M088,76,66,1,27242387.538,2024-11-04 08:10:37,55+,12,16,5,9,1,ATM,Retired
TX001246,AC00254,335933.32950000005,2023-11-23 16:59:11,Debit,Milwaukee,D000406,13.149.61.4,M007,28,169,1,137976509.12359998,2024-11-04 08:12:07,26-35,6,16,4,4,3,Online,Engineer
TX001247,AC00285,581066.417,2023-11-03 16:50:20,Debit,Jacksonville,D000290,177.172.184.163,M089,36,175,1,139611462.8496,2024-11-04 08:07:31,36-45,7,16,6,3,1,ATM,Engineer
TX001248,AC00071,1685959.4355000001,2023-12-25 17:41:30,Debit,Louisville,D000593,186.135.2.148,M053,67,52,1,22074803.131599996,2024-11-04 08:09:29,55+,8,17,4,7,1,ATM,Retired
TX001249,AC00073,780607.6285,2023-12-05 16:32:49,Debit,New York,D000073,134.222.122.238,M089,66,84,1,29282881.196399994,2024-11-04 08:08:46,55+,5,16,7,8,3,Online,Retired
TX001250,AC00383,491801.515,2023-04-05 16:21:59,Debit,New York,D000099,141.241.241.128,M066,53,172,1,62527783.30699999,2024-11-04 08:06:23,46-55,4,16,5,9,3,Online,Retired
TX001251,AC00326,155350.356,2023-09-27 17:47:10,Credit,Jacksonville,D000179,186.135.2.148,M036,19,97,1,14280879.045599999,2024-11-04 08:06:25,18-25,5,17,4,7,2,Online,Student
TX001252,AC00153,183787.71300000002,2023-03-23 17:09:53,Debit,Atlanta,D000211,32.169.88.41,M053,22,27,1,4041218.9036,2024-11-04 08:09:16,18-25,7,17,7,6,3,Online,Student
TX001253,AC00460,728280.589,2023-01-03 17:14:14,Credit,New York,D000668,177.172.184.163,M030,41,118,1,187026906.11239997,2024-11-04 08:06:23,36-45,12,17,5,3,4,Branch,Doctor
TX001254,AC00439,1685959.4355000001,2023-07-06 17:52:32,Debit,El Paso,D000286,32.169.88.41,M013,22,65,1,128342927.36919998,2024-11-04 08:06:37,18-25,9,17,4,6,3,Online,Student
TX001255,AC00070,272841.54150000005,2023-06-15 18:28:50,Debit,Houston,D000416,115.196.150.105,M015,18,27,1,7802356.3104,2024-11-04 08:09:44,,8,18,4,1,0,Branch,Student
TX001256,AC00086,1626129.6925000004,2023-06-19 16:24:14,Debit,Jacksonville,D000469,186.135.2.148,M007,28,175,1,6282846.0868,2024-11-04 08:09:30,26-35,7,16,7,7,0,Branch,Student
TX001257,AC00330,566406.403,2023-05-09 17:54:39,Credit,Dallas,D000126,134.222.122.238,M007,66,31,1,192825413.06219998,2024-11-04 08:07:53,55+,4,17,1,8,4,Branch,Doctor
TX001258,AC00027,35422.231,2023-11-20 16:29:14,Debit,Charlotte,D000133,141.241.241.128,M053,68,213,1,94937505.23399998,2024-11-04 08:10:17,55+,3,16,7,9,0,Branch,Retired
TX001259,AC00020,1157508.1455,2023-08-24 17:34:13,Debit,Houston,D000238,134.222.122.238,M055,28,48,1,1755259.0351999998,2024-11-04 08:08:18,26-35,9,17,4,8,0,Branch,Student
TX001260,AC00232,104577.585,2023-11-22 16:59:09,Credit,Tucson,D000050,81.102.230.41,M023,57,147,1,25516983.2328,2024-11-04 08:08:27,55+,5,16,5,5,4,Branch,Retired
TX001261,AC00247,795881.6745,2024-01-01 17:37:04,Debit,San Francisco,D000577,141.241.241.128,M013,29,274,1,83307018.66939999,2024-11-04 08:08:05,26-35,7,17,4,9,3,Online,Doctor
TX001262,AC00136,1685959.4355000001,2023-08-21 17:32:04,Debit,Jacksonville,D000614,81.102.230.41,M055,61,69,1,117589424.62759998,2024-11-04 08:08:29,55+,8,17,5,5,0,Branch,Retired
TX001263,AC00322,844351.8254999999,2023-11-29 16:11:50,Debit,Austin,D000569,13.149.61.4,M036,49,88,1,22172989.615599997,2024-11-04 08:10:19,46-55,9,16,3,4,3,Online,Engineer
TX001264,AC00461,68042.681,2023-03-23 16:16:29,Debit,Milwaukee,D000243,81.102.230.41,M015,56,285,1,22801978.1828,2024-11-04 08:07:26,55+,3,16,4,5,1,ATM,Retired
TX001265,AC00079,146581.2115,2023-01-13 17:19:33,Debit,Denver,D000507,13.149.61.4,M088,18,219,1,88903499.48999998,2024-11-04 08:10:09,,5,17,4,4,0,Branch,Student
TX001266,AC00176,1143462.1635,2023-08-10 18:39:04,Credit,Austin,D000063,200.136.146.93,M036,19,162,1,24900193.5924,2024-11-04 08:10:21,18-25,8,18,4,13,5,ATM,Student
TX001267,AC00417,31008.876,2023-08-09 18:42:25,Debit,Jacksonville,D000358,13.149.61.4,M089,76,70,1,48955287.10279999,2024-11-04 08:09:27,55+,5,18,3,4,0,Branch,Retired
TX001268,AC00260,478446.3190000001,2023-08-15 17:21:47,Debit,Charlotte,D000498,141.241.241.128,M088,26,197,1,45091053.88779999,2024-11-04 08:07:57,26-35,4,17,5,9,1,ATM,Engineer
TX001269,AC00471,808833.912,2023-08-15 17:35:08,Debit,Austin,D000035,177.172.184.163,M007,20,67,1,5502412.3064,2024-11-04 08:10:21,18-25,6,17,5,3,0,Branch,Student
TX001270,AC00231,364140.4245000001,2023-02-27 16:08:40,Debit,Austin,D000290,32.169.88.41,M030,58,24,1,97745638.67639998,2024-11-04 08:11:28,55+,5,16,6,6,0,Branch,Engineer
TX001271,AC00184,140440.8915,2023-10-18 16:20:15,Debit,Atlanta,D000067,141.241.241.128,M091,76,213,1,33695619.8152,2024-11-04 08:10:26,55+,4,16,2,9,0,Branch,Retired
TX001272,AC00475,360993.51050000003,2023-06-02 18:12:29,Credit,Jacksonville,D000157,81.102.230.41,M091,75,198,1,74828169.47379999,2024-11-04 08:10:08,55+,8,18,2,5,2,Online,Retired
TX001273,AC00329,58563.562,2023-05-19 17:19:00,Debit,Jacksonville,D000526,217.82.46.37,M015,62,122,1,183396684.01759997,2024-11-04 08:07:18,55+,9,17,4,2,0,Branch,Doctor
TX001274,AC00431,1685959.4355000001,2023-05-24 16:14:34,Credit,Austin,D000216,13.149.61.4,M030,20,118,1,6252051.234999999,2024-11-04 08:09:22,18-25,7,16,5,4,4,Branch,Student
TX001275,AC00398,1685959.4355000001,2023-10-12 16:29:49,Debit,Charlotte,D000294,147.119.62.178,M091,41,150,1,96691919.18219998,2024-11-04 08:06:27,36-45,7,16,4,10,3,Online,Doctor
TX001276,AC00221,326665.28400000004,2023-06-05 16:24:12,Debit,San Francisco,D000150,32.169.88.41,M053,62,133,1,76957328.50259998,2024-11-04 08:08:04,55+,1,16,6,6,0,Branch,Retired
TX001277,AC00299,108645.547,2023-02-27 17:59:36,Debit,Austin,D000475,13.149.61.4,M069,54,121,1,133609590.864,2024-11-04 08:08:45,46-55,4,17,2,4,0,Branch,Doctor
TX001278,AC00266,101967.94900000001,2023-04-21 17:19:56,Debit,Milwaukee,D000431,217.82.46.37,M007,34,70,1,117749498.34999998,2024-11-04 08:07:15,26-35,4,17,5,2,1,ATM,Doctor
TX001279,AC00297,1126806.5455,2023-07-31 17:54:28,Debit,Omaha,D000010,13.149.61.4,M007,27,144,1,7450967.711599999,2024-11-04 08:09:21,26-35,10,17,3,4,3,Online,Student
TX001280,AC00373,280440.18750000006,2023-01-06 17:52:11,Debit,Milwaukee,D000640,13.149.61.4,M089,43,75,1,205067036.10599998,2024-11-04 08:06:59,36-45,9,17,5,4,0,Branch,Doctor
TX001281,AC00489,40814.1995,2023-07-24 17:01:19,Credit,New York,D000386,186.135.2.148,M015,62,114,1,109980715.95459998,2024-11-04 08:09:54,55+,3,17,5,7,2,Online,Retired
TX001282,AC00128,1685959.4355000001,2023-11-13 17:28:12,Credit,Austin,D000117,177.172.184.163,M089,26,144,1,16882077.034599997,2024-11-04 08:06:38,26-35,7,17,3,3,5,ATM,Student
TX001283,AC00409,145871.237,2023-07-12 16:58:17,Credit,Albuquerque,D000644,13.149.61.4,M036,34,189,1,219661266.81339997,2024-11-04 08:11:51,26-35,5,16,3,4,2,Online,Doctor
TX001284,AC00410,326569.34150000004,2023-07-07 17:40:58,Credit,Los Angeles,D000255,81.102.230.41,M006,27,156,1,11096215.3138,2024-11-04 08:12:16,26-35,5,17,6,5,4,Branch,Student
TX001285,AC00360,298400.62350000005,2023-08-21 18:51:06,Debit,Austin,D000008,186.135.2.148,M055,68,15,1,79742254.23059998,2024-11-04 08:08:23,55+,6,18,6,7,1,ATM,Doctor
TX001286,AC00422,259332.83750000005,2023-03-20 17:13:09,Debit,Jacksonville,D000639,134.222.122.238,M007,72,50,1,87447661.7136,2024-11-04 08:10:37,55+,4,17,3,8,3,Online,Retired
TX001287,AC00225,75756.458,2023-05-26 16:47:51,Debit,Omaha,D000435,186.135.2.148,M055,56,38,1,87616810.24739999,2024-11-04 08:11:50,55+,11,16,3,7,1,ATM,Retired
TX001288,AC00261,866706.4280000001,2023-04-18 18:55:32,Debit,Houston,D000113,13.149.61.4,M069,33,15,1,65183132.62959999,2024-11-04 08:09:51,26-35,8,18,5,4,3,Online,Engineer
TX001289,AC00468,36669.4835,2023-09-18 16:31:03,Credit,Jacksonville,D000546,177.172.184.163,M007,49,160,1,126131946.27039997,2024-11-04 08:11:45,46-55,4,16,3,3,2,Online,Engineer
TX001290,AC00138,681192.01,2023-08-29 16:50:17,Credit,Fort Worth,D000052,81.102.230.41,M053,26,33,1,2759290.2177999998,2024-11-04 08:10:34,26-35,2,16,4,5,2,Online,Student
TX001291,AC00013,820673.2165,2023-03-28 16:02:03,Debit,Austin,D000347,81.102.230.41,M088,43,236,1,36352010.5096,2024-11-04 08:11:53,36-45,8,16,3,5,1,ATM,Engineer
TX001292,AC00275,489038.3710000001,2023-01-26 17:21:46,Debit,Atlanta,D000296,81.102.230.41,M013,23,102,1,10412331.576,2024-11-04 08:11:39,18-25,9,17,1,5,0,Branch,Student
TX001293,AC00125,37379.458,2023-07-10 16:01:03,Debit,Dallas,D000674,32.169.88.41,M091,27,114,1,70509749.38659999,2024-11-04 08:08:46,26-35,6,16,7,6,1,ATM,Engineer
TX001294,AC00200,364907.9645,2023-06-09 17:41:13,Debit,Louisville,D000467,217.82.46.37,M053,49,265,1,191818555.299,2024-11-04 08:08:48,46-55,7,17,2,2,1,ATM,Doctor
TX001295,AC00213,175344.773,2023-04-03 16:41:47,Debit,Jacksonville,D000609,32.169.88.41,M013,65,179,1,35742659.239199996,2024-11-04 08:06:39,55+,6,16,4,6,1,ATM,Retired
TX001296,AC00035,396492.2355,2023-12-07 16:11:01,Credit,Charlotte,D000239,13.149.61.4,M023,59,128,1,113458005.16219997,2024-11-04 08:10:42,55+,9,16,4,4,2,Online,Retired
TX001297,AC00070,178875.457,2023-04-07 17:11:35,Debit,Charlotte,D000140,32.169.88.41,M030,52,52,1,15094487.956199998,2024-11-04 08:09:41,46-55,8,17,4,6,3,Online,Retired
TX001298,AC00275,1051491.6830000002,2023-10-24 17:04:59,Debit,Charlotte,D000218,32.169.88.41,M015,28,171,1,20210747.609599996,2024-11-04 08:09:19,26-35,9,17,5,6,1,ATM,Student
TX001299,AC00060,1230098.241,2023-12-11 16:09:08,Debit,Jacksonville,D000057,81.102.230.41,M036,23,25,1,23834572.7062,2024-11-04 08:07:21,18-25,4,16,4,5,1,ATM,Student
TX001300,AC00304,603574.5275,2023-04-25 17:15:27,Credit,Dallas,D000513,32.169.88.41,M015,27,19,1,16452139.2486,2024-11-04 08:07:16,26-35,11,17,4,6,4,Branch,Student
TX001301,AC00372,1605022.3425,2023-02-27 16:02:00,Debit,Milwaukee,D000096,13.149.61.4,M053,61,63,1,25764978.4886,2024-11-04 08:12:12,55+,3,16,4,4,3,Online,Retired
TX001302,AC00498,1685959.4355000001,2023-04-17 17:27:15,Debit,San Francisco,D000198,217.82.46.37,M034,29,52,1,129315717.39779997,2024-11-04 08:11:57,26-35,8,17,5,2,1,ATM,Engineer
TX001303,AC00465,363526.3925,2023-03-21 17:12:03,Credit,Atlanta,D000083,13.149.61.4,M034,53,62,1,187130894.52499998,2024-11-04 08:09:31,46-55,8,17,5,4,4,Branch,Doctor
TX001304,AC00396,176227.44400000002,2023-07-05 17:21:56,Credit,Atlanta,D000292,217.82.46.37,M023,67,80,1,25475179.593399998,2024-11-04 08:08:32,55+,8,17,4,2,4,Branch,Retired
TX001305,AC00083,1169577.7120000003,2023-07-28 16:03:27,Debit,Washington,D000672,81.102.230.41,M034,78,169,1,51845986.452199996,2024-11-04 08:08:19,55+,6,16,4,5,1,ATM,Retired
TX001306,AC00479,1648868.0650000002,2023-08-01 17:18:04,Credit,Jacksonville,D000067,141.241.241.128,M066,78,68,1,17060449.1472,2024-11-04 08:06:56,55+,4,17,2,9,4,Branch,Retired
TX001307,AC00091,191904.44850000003,2023-06-29 16:06:51,Debit,Tucson,D000499,13.149.61.4,M053,50,63,1,95108885.27879998,2024-11-04 08:09:27,46-55,3,16,6,4,1,ATM,Doctor
TX001308,AC00024,55224.763000000006,2023-08-07 16:08:04,Credit,Tucson,D000041,186.135.2.148,M047,40,51,1,10124466.656999998,2024-11-04 08:11:39,36-45,5,16,4,7,2,Online,Doctor
TX001309,AC00366,213146.11800000002,2023-05-15 17:46:13,Debit,Jacksonville,D000493,81.102.230.41,M007,70,83,1,104692778.72159998,2024-11-04 08:10:59,55+,8,17,6,5,3,Online,Doctor
TX001310,AC00470,903701.8559999999,2023-03-10 16:22:05,Credit,New York,D000600,134.222.122.238,M036,69,124,1,193264276.8922,2024-11-04 08:11:10,55+,4,16,3,8,2,Online,Doctor
TX001311,AC00032,100221.7955,2023-09-11 18:08:19,Credit,San Francisco,D000088,13.149.61.4,M089,28,96,1,1562307.7173999997,2024-11-04 08:08:11,26-35,9,18,5,4,4,Branch,Student
TX001312,AC00136,150860.247,2023-07-31 16:46:29,Debit,Charlotte,D000521,217.82.46.37,M018,32,52,1,20245112.878999997,2024-11-04 08:08:12,26-35,8,16,3,2,0,Branch,Doctor
TX001313,AC00001,91702.1015,2023-09-15 17:00:20,Debit,Denver,D000649,177.172.184.163,M034,25,37,1,24545532.110799998,2024-11-04 08:11:55,18-25,2,17,8,3,0,Branch,Student
TX001314,AC00187,640838.5945,2023-03-22 16:18:37,Debit,Jacksonville,D000305,32.169.88.41,M030,52,45,1,77914944.25639997,2024-11-04 08:11:48,46-55,5,16,3,6,0,Branch,Doctor
